Review,Sentiment,Cleaned_Review,Sentiment_Label,Review_Length,Word_Count
"Both of them were truly unbelievably good, and I am so glad we went back.",1,both of them were truly unbelievably good and i am so glad we went back,Positive,71,15
"We had fantastic service, and were pleased by the atmosphere.",1,we had fantastic service and were pleased by the atmosphere,Positive,59,10
Everything was gross.,0,everything was gross,Negative,20,3
I love this place.,1,i love this place,Positive,17,4
Great service and food.,1,great service and food,Positive,22,4
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,first the bathrooms at this location were dirty seat covers were not replenished just plain yucky,Negative,97,16
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,the burger i got the gold standard a burger and was kind of disappointed,Negative,72,14
"OMG, the food was delicioso!",1,omg the food was delicioso,Positive,26,5
There is nothing authentic about this place.,0,there is nothing authentic about this place,Negative,43,7
the spaghetti is nothing special whatsoever.,0,the spaghetti is nothing special whatsoever,Negative,43,6
"Of all the dishes, the salmon was the best, but all were great.",1,of all the dishes the salmon was the best but all were great,Positive,60,13
The vegetables are so fresh and the sauce feels like authentic Thai.,1,the vegetables are so fresh and the sauce feels like authentic thai,Positive,67,12
It's worth driving up from Tucson!,1,its worth driving up from tucson,Positive,32,6
The selection was probably the worst I've seen in Vegas.....there was none.,0,the selection was probably the worst ive seen in vegasthere was none,Negative,68,12
Pretty good beer selection too.,1,pretty good beer selection too,Positive,30,5
"This place is like Chipotle, but BETTER.",1,this place is like chipotle but better,Positive,38,7
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,classywarm atmosphere fun and fresh appetizers succulent steaks baseball steak,Positive,78,10
5 stars for the brick oven bread app!,1,stars for the brick oven bread app,Positive,34,7
"I have eaten here multiple times, and each time the food was delicious.",1,i have eaten here multiple times and each time the food was delicious,Positive,69,13
We sat another ten minutes and finally gave up and left.,0,we sat another ten minutes and finally gave up and left,Negative,55,11
He was terrible!,0,he was terrible,Negative,15,3
Everyone is treated equally special.,1,everyone is treated equally special,Positive,35,5
It shouldn't take 30 min for pancakes and eggs.,0,it shouldnt take min for pancakes and eggs,Negative,42,8
It was delicious!!!,1,it was delicious,Positive,16,3
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,on the good side the staff was genuinely pleasant and enthusiastic a real treat,Positive,79,14
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,sadly gordon ramseys steak is a place we shall sharply avoid during our next trip to vegas,Negative,90,17
As always the evening was wonderful and the food delicious!,1,as always the evening was wonderful and the food delicious,Positive,58,10
Best fish I've ever had in my life!,1,best fish ive ever had in my life,Positive,33,8
(The bathroom is just next door and very nice.),1,the bathroom is just next door and very nice,Positive,44,9
The buffet is small and all the food they offered was BLAND.,0,the buffet is small and all the food they offered was bland,Negative,59,12
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,this is an outstanding little restaurant with some of the best food i have ever tasted,Positive,86,16
Pretty cool I would say.,1,pretty cool i would say,Positive,23,5
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,definitely a turn off for me i doubt ill be back unless someone else is buying,Negative,78,16
Server did a great job handling our large rowdy table.,1,server did a great job handling our large rowdy table,Positive,53,10
"I find wasting food to be despicable, but this just wasn't food.",0,i find wasting food to be despicable but this just wasnt food,Negative,61,12
My wife had the Lobster Bisque soup which was lukewarm.,0,my wife had the lobster bisque soup which was lukewarm,Negative,54,10
Would come back again if I had a sushi craving while in Vegas.,1,would come back again if i had a sushi craving while in vegas,Positive,61,13
"The staff are great, the ambiance is great.",1,the staff are great the ambiance is great,Positive,41,8
He deserves 5 stars.,1,he deserves stars,Positive,17,3
I left with a stomach ache and felt sick the rest of the day.,0,i left with a stomach ache and felt sick the rest of the day,Negative,60,14
They dropped more than the ball.,0,they dropped more than the ball,Negative,31,6
"The dining space is tiny, but elegantly decorated and comfortable.",1,the dining space is tiny but elegantly decorated and comfortable,Positive,64,10
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,they will customize your order any way youd like my usual is eggplant with green bean stir fry love it,Positive,102,20
And the beans and rice were mediocre at best.,0,and the beans and rice were mediocre at best,Negative,44,9
Best tacos in town by far!!,1,best tacos in town by far,Positive,25,6
I took back my money and got outta there.,0,i took back my money and got outta there,Negative,40,9
"In an interesting part of town, this place is amazing.",1,in an interesting part of town this place is amazing,Positive,52,10
RUDE & INCONSIDERATE MANAGEMENT.,0,rude inconsiderate management,Negative,29,3
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,the staff are now not as friendly the wait times for being served are horrible no one even says hi for the first minutes,Negative,120,24
I won't be back.,0,i wont be back,Negative,14,4
They have great dinners.,1,they have great dinners,Positive,23,4
The service was outshining & I definitely recommend the Halibut.,1,the service was outshining i definitely recommend the halibut,Positive,61,9
The food was terrible.,0,the food was terrible,Negative,21,4
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,will never ever go back and have told many people what had happened,Negative,67,13
I don't recommend unless your car breaks down in front of it and you are starving.,0,i dont recommend unless your car breaks down in front of it and you are starving,Negative,80,16
I will come back here every time I'm in Vegas.,1,i will come back here every time im in vegas,Positive,44,10
This place deserves one star and 90% has to do with the food.,0,this place deserves one star and has to do with the food,Negative,56,12
This is a disgrace.,0,this is a disgrace,Negative,18,4
Def coming back to bowl next time,1,def coming back to bowl next time,Positive,33,7
"If you want healthy authentic or ethic food, try this place.",1,if you want healthy authentic or ethic food try this place,Positive,58,11
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,i will continue to come here on ladies night andddd date night highly recommend this place to anyone who is in the area,Positive,119,23
"I have been here several times in the past, and the experience has always been great.",1,i have been here several times in the past and the experience has always been great,Positive,83,16
We walked away stuffed and happy about our first Vegas buffet experience.,1,we walked away stuffed and happy about our first vegas buffet experience,Positive,72,12
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,service was excellent and prices are pretty reasonable considering this is vegas and located inside the crystals shopping mall by aria,Positive,134,21
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,Positive,138,22
I'm probably one of the few people to ever go to Ians and not like it.,0,im probably one of the few people to ever go to ians and not like it,Negative,68,16
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,kids pizza is always a hit too with lots of great side dish options for the kiddos,Positive,82,17
Service is perfect and the family atmosphere is nice to see.,1,service is perfect and the family atmosphere is nice to see,Positive,59,11
Cooked to perfection and the service was impeccable.,1,cooked to perfection and the service was impeccable,Positive,51,8
This one is simply a disappointment.,0,this one is simply a disappointment,Negative,35,6
"Overall, I was very disappointed with the quality of food at Bouchon.",0,overall i was very disappointed with the quality of food at bouchon,Negative,67,12
I don't have to be an accountant to know I'm getting screwed!,0,i dont have to be an accountant to know im getting screwed,Negative,58,12
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,great place to eat reminds me of the little mom and pop shops in the san francisco bay area,Positive,91,19
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,today was my first taste of a buldogis gourmet hot dog and i have to tell you it was more than i ever thought possible,Positive,118,25
Left very frustrated.,0,left very frustrated,Negative,20,3
I'll definitely be in soon again.,1,ill definitely be in soon again,Positive,31,6
Food was really good and I got full petty fast.,1,food was really good and i got full petty fast,Positive,46,10
Service was fantastic.,1,service was fantastic,Positive,21,3
TOTAL WASTE OF TIME.,0,total waste of time,Negative,19,4
I don't know what kind it is but they have the best iced tea.,1,i dont know what kind it is but they have the best iced tea,Positive,59,14
"Come hungry, leave happy and stuffed!",1,come hungry leave happy and stuffed,Positive,35,6
"For service, I give them no stars.",0,for service i give them no stars,Negative,32,7
I can assure you that you won't be disappointed.,1,i can assure you that you wont be disappointed,Positive,46,9
I can take a little bad service but the food sucks.,0,i can take a little bad service but the food sucks,Negative,50,11
Gave up trying to eat any of the crust (teeth still sore).,0,gave up trying to eat any of the crust teeth still sore,Negative,55,12
But now I was completely grossed out.,0,but now i was completely grossed out,Negative,36,7
I really enjoyed eating here.,1,i really enjoyed eating here,Positive,28,5
First time going but I think I will quickly become a regular.,1,first time going but i think i will quickly become a regular,Positive,60,12
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,our server was very nice and even though he looked a little overwhelmed with all of our needs he stayed professional and friendly until the end,Positive,143,26
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,from what my dinner companions told meeverything was very fresh with nice texture and taste,Positive,91,15
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,Negative,115,18
"Furthermore, you can't even find hours of operation on the website!",0,furthermore you cant even find hours of operation on the website,Negative,64,11
We've tried to like this place but after 10+ times I think we're done with them.,0,weve tried to like this place but after times i think were done with them,Negative,73,15
What a mistake that was!,0,what a mistake that was,Negative,23,5
No complaints!,1,no complaints,Positive,13,2
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,this is some seriously good pizza and im an expertconnisseur on the topic,Positive,73,13
Waiter was a jerk.,0,waiter was a jerk,Negative,17,4
"Strike 2, who wants to be rushed.",0,strike who wants to be rushed,Negative,29,6
These are the nicest restaurant owners I've ever come across.,1,these are the nicest restaurant owners ive ever come across,Positive,59,10
I never come again.,0,i never come again,Negative,18,4
We loved the biscuits!!!,1,we loved the biscuits,Positive,21,4
Service is quick and friendly.,1,service is quick and friendly,Positive,29,5
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,ordered an appetizer and took minutes and then the pizza another minutes,Negative,72,12
So absolutley fantastic.,1,so absolutley fantastic,Positive,23,3
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,it was a huge awkward lb piece of cow that was ths gristle and fat,Negative,66,15
definitely will come back here again.,1,definitely will come back here again,Positive,36,6
I like Steiners because it's dark and it feels like a bar.,1,i like steiners because its dark and it feels like a bar,Positive,56,12
Wow very spicy but delicious.,1,wow very spicy but delicious,Positive,28,5
"If you're not familiar, check it out.",1,if youre not familiar check it out,Positive,34,7
I'll take my business dinner dollars elsewhere.,0,ill take my business dinner dollars elsewhere,Negative,45,7
I'd love to go back.,1,id love to go back,Positive,18,5
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,anyway this fs restaurant has a wonderful breakfastlunch,Positive,56,8
Nothing special.,0,nothing special,Negative,15,2
Each day of the week they have a different deal and it's all so delicious!,1,each day of the week they have a different deal and its all so delicious,Positive,72,15
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,not to mention the combination of pears almonds and bacon is a big winner,Positive,73,14
Will not be back.,0,will not be back,Negative,16,4
Sauce was tasteless.,0,sauce was tasteless,Negative,19,3
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way,Positive,99,21
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,my ribeye steak was cooked perfectly and had great mesquite flavor,Positive,66,11
I don't think we'll be going back anytime soon.,0,i dont think well be going back anytime soon,Negative,44,9
Food was so gooodd.,1,food was so gooodd,Positive,18,4
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,i am far from a sushi connoisseur but i can definitely tell the difference between good food and bad food and this was certainly bad food,Negative,137,26
I was so insulted.,0,i was so insulted,Negative,17,4
The last 3 times I had lunch here has been bad.,0,the last times i had lunch here has been bad,Negative,44,10
The chicken wings contained the driest chicken meat I have ever eaten.,0,the chicken wings contained the driest chicken meat i have ever eaten,Negative,69,12
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc,Positive,114,20
Nargile - I think you are great.,1,nargile i think you are great,Positive,29,6
Best tater tots in the southwest.,1,best tater tots in the southwest,Positive,32,6
We loved the place.,1,we loved the place,Positive,18,4
Definitely not worth the $3 I paid.,0,definitely not worth the i paid,Negative,31,6
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough,Positive,95,16
Im in AZ all the time and now have my new spot.,1,im in az all the time and now have my new spot,Positive,46,12
The manager was the worst.,0,the manager was the worst,Negative,25,5
The inside is really quite nice and very clean.,1,the inside is really quite nice and very clean,Positive,46,9
The food was outstanding and the prices were very reasonable.,1,the food was outstanding and the prices were very reasonable,Positive,60,10
I don't think I'll be running back to Carly's anytime soon for food.,0,i dont think ill be running back to carlys anytime soon for food,Negative,64,13
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,this is was due to the fact that it took minutes to be acknowledged then another minutes to get our foodand they kept forgetting things,Negative,135,25
"Love the margaritas, too!",1,love the margaritas too,Positive,23,4
This was my first and only Vegas buffet and it did not disappoint.,1,this was my first and only vegas buffet and it did not disappoint,Positive,65,13
"Very good, though!",1,very good though,Positive,16,3
The one down note is the ventilation could use some upgrading.,0,the one down note is the ventilation could use some upgrading,Negative,61,11
Great pork sandwich.,1,great pork sandwich,Positive,19,3
Don't waste your time here.,0,dont waste your time here,Negative,25,5
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,total letdown i would much rather just go to the camelback flower shop and cartel coffee,Negative,88,16
"Third, the cheese on my friend's burger was cold.",0,third the cheese on my friends burger was cold,Negative,46,9
We enjoy their pizza and brunch.,1,we enjoy their pizza and brunch,Positive,31,6
The steaks are all well trimmed and also perfectly cooked.,1,the steaks are all well trimmed and also perfectly cooked,Positive,57,10
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,we had a group of when we claimed we would only have and they handled us beautifully,Positive,84,17
I LOVED it!,1,i loved it,Positive,10,3
We asked for the bill to leave without eating and they didn't bring that either.,0,we asked for the bill to leave without eating and they didnt bring that either,Negative,78,15
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,this place is a jewel in las vegas and exactly what ive been hoping to find in nearly ten years living here,Positive,107,22
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh,Negative,99,18
The selection of food was not the best.,0,the selection of food was not the best,Negative,38,8
Delicious and I will absolutely be back!,1,delicious and i will absolutely be back,Positive,39,7
"This isn't a small family restaurant, this is a fine dining establishment.",1,this isnt a small family restaurant this is a fine dining establishment,Positive,71,12
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle,Positive,115,21
I dont think I will be back for a very long time.,0,i dont think i will be back for a very long time,Negative,48,12
"It was attached to a gas station, and that is rarely a good sign.",0,it was attached to a gas station and that is rarely a good sign,Negative,63,14
How awesome is that.,1,how awesome is that,Positive,19,4
I will be back many times soon.,1,i will be back many times soon,Positive,30,7
The menu had so much good stuff on it i could not decide!,1,the menu had so much good stuff on it i could not decide,Positive,56,13
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,worse of all he humiliated his worker right in front of mebunch of horrible name callings,Negative,89,16
CONCLUSION: Very filling meals.,1,conclusion very filling meals,Positive,29,4
Their daily specials are always a hit with my group.,1,their daily specials are always a hit with my group,Positive,51,10
And then tragedy struck.,0,and then tragedy struck,Negative,23,4
The pancake was also really good and pretty large at that.,1,the pancake was also really good and pretty large at that,Positive,57,11
"This was my first crawfish experience, and it was delicious!",1,this was my first crawfish experience and it was delicious,Positive,58,10
Their monster chicken fried steak and eggs is my all time favorite.,1,their monster chicken fried steak and eggs is my all time favorite,Positive,66,12
Waitress was sweet and funny.,1,waitress was sweet and funny,Positive,28,5
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,i also had to taste my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,Positive,116,20
"I'd rather eat airline food, seriously.",0,id rather eat airline food seriously,Negative,36,6
Cant say enough good things about this place.,1,cant say enough good things about this place,Positive,44,8
The ambiance was incredible.,1,the ambiance was incredible,Positive,27,4
The waitress and manager are so friendly.,1,the waitress and manager are so friendly,Positive,40,7
I would not recommend this place.,0,i would not recommend this place,Negative,32,6
Overall I wasn't very impressed with Noca.,0,overall i wasnt very impressed with noca,Negative,40,7
My gyro was basically lettuce only.,0,my gyro was basically lettuce only,Negative,34,6
Terrible service!,0,terrible service,Negative,16,2
Thoroughly disappointed!,0,thoroughly disappointed,Negative,23,2
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,i dont each much pasta but i love the homemade hand made pastas and thin pizzas here,Positive,84,17
"Give it a try, you will be happy you did.",1,give it a try you will be happy you did,Positive,39,10
By far the BEST cheesecurds we have ever had!,1,by far the best cheesecurds we have ever had,Positive,44,9
Reasonably priced also!,1,reasonably priced also,Positive,22,3
Everything was perfect the night we were in.,1,everything was perfect the night we were in,Positive,43,8
The food is very good for your typical bar food.,1,the food is very good for your typical bar food,Positive,47,10
it was a drive to get there.,0,it was a drive to get there,Negative,27,7
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,at first glance it is a lovely bakery cafe nice ambiance clean friendly staff,Positive,77,14
"Anyway, I do not think i will go back there.",0,anyway i do not think i will go back there,Negative,42,10
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,point your finger at any item on the menu order it and you wont be disappointed,Positive,79,16
"Oh this is such a thing of beauty, this restaurant.",1,oh this is such a thing of beauty this restaurant,Positive,49,10
If you haven't gone here GO NOW!,1,if you havent gone here go now,Positive,30,7
"A greasy, unhealthy meal.",0,a greasy unhealthy meal,Negative,23,4
first time there and might just be the last.,0,first time there and might just be the last,Negative,43,9
Those burgers were amazing.,1,those burgers were amazing,Positive,26,4
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,similarly the delivery man did not say a word of apology when our food was minutes late,Negative,87,17
And it was way to expensive.,0,and it was way to expensive,Negative,27,6
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,be sure to order dessert even if you need to pack it togo the tiramisu and cannoli are both to die for,Positive,102,22
This was my first time and I can't wait until the next.,1,this was my first time and i cant wait until the next,Positive,53,12
The bartender was also nice.,1,the bartender was also nice,Positive,27,5
Everything was good and tasty!,1,everything was good and tasty,Positive,29,5
This place is two thumbs up....way up.,1,this place is two thumbs upway up,Positive,33,7
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,the best place in vegas for breakfast just check out a sat or sun,Positive,65,14
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,if you love authentic mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place,Positive,134,25
Terrible management.,0,terrible management,Negative,19,2
An excellent new restaurant by an experienced Frenchman.,1,an excellent new restaurant by an experienced frenchman,Positive,55,8
If there were zero stars I would give it zero stars.,0,if there were zero stars i would give it zero stars,Negative,51,11
"Great steak, great sides, great wine, amazing desserts.",1,great steak great sides great wine amazing desserts,Positive,51,8
Worst martini ever!,0,worst martini ever,Negative,18,3
The steak and the shrimp are in my opinion the best entrees at GC.,1,the steak and the shrimp are in my opinion the best entrees at gc,Positive,65,14
I had the opportunity today to sample your amazing pizzas!,1,i had the opportunity today to sample your amazing pizzas,Positive,57,10
We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,we waited for thirty minutes to be seated although there were vacant tables and we were the only folks waiting,Negative,110,20
The yellowtail carpaccio was melt in your mouth fresh.,1,the yellowtail carpaccio was melt in your mouth fresh,Positive,53,9
I won't try going back there even if it's empty.,0,i wont try going back there even if its empty,Negative,45,10
"No, I'm going to eat the potato that I found some strangers hair in it.",0,no im going to eat the potato that i found some strangers hair in it,Negative,68,15
Just spicy enough.. Perfect actually.,1,just spicy enough perfect actually,Positive,34,5
Last night was my second time dining here and I was so happy I decided to go back!,1,last night was my second time dining here and i was so happy i decided to go back,Positive,81,18
"not even a ""hello, we will be right with you.""",0,not even a hello we will be right with you,Negative,42,10
The desserts were a bit strange.,0,the desserts were a bit strange,Negative,31,6
My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,1,my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service,Positive,147,30
"I really do recommend this place, you can go wrong with this donut place!",1,i really do recommend this place you can go wrong with this donut place,Positive,71,14
Nice ambiance.,1,nice ambiance,Positive,13,2
I would recommend saving room for this!,1,i would recommend saving room for this,Positive,38,7
I guess maybe we went on an off night but it was disgraceful.,0,i guess maybe we went on an off night but it was disgraceful,Negative,60,13
"However, my recent experience at this particular location was not so good.",0,however my recent experience at this particular location was not so good,Negative,72,12
"I know this is not like the other restaurants at all, something is very off here!",0,i know this is not like the other restaurants at all something is very off here,Negative,79,16
AVOID THIS ESTABLISHMENT!,0,avoid this establishment,Negative,24,3
I think this restaurant suffers from not trying hard enough.,0,i think this restaurant suffers from not trying hard enough,Negative,59,10
All of the tapas dishes were delicious!,1,all of the tapas dishes were delicious,Positive,38,7
I *heart* this place.,1,i heart this place,Positive,18,4
My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,my salad had a bland vinegrette on the baby greens and hearts of palm,Negative,69,14
After two I felt disgusting.,0,after two i felt disgusting,Negative,27,5
A good time!,1,a good time,Positive,11,3
I believe that this place is a great stop for those with a huge belly and hankering for sushi.,1,i believe that this place is a great stop for those with a huge belly and hankering for sushi,Positive,93,19
Generous portions and great taste.,1,generous portions and great taste,Positive,33,5
I will never go back to this place and will never ever recommended this place to anyone!,0,i will never go back to this place and will never ever recommended this place to anyone,Negative,87,17
"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,the servers went back and forth several times not even so much as an are you being helped,Negative,89,18
Food was delicious!,1,food was delicious,Positive,18,3
AN HOUR... seriously?,0,an hour seriously,Negative,17,3
I consider this theft.,0,i consider this theft,Negative,21,4
Eew... This location needs a complete overhaul.,0,eew this location needs a complete overhaul,Negative,43,7
We recently witnessed her poor quality of management towards other guests as well.,0,we recently witnessed her poor quality of management towards other guests as well,Negative,81,13
Waited and waited and waited.,0,waited and waited and waited,Negative,28,5
"He also came back to check on us regularly, excellent service.",1,he also came back to check on us regularly excellent service,Positive,60,11
Our server was super nice and checked on us many times.,1,our server was super nice and checked on us many times,Positive,54,11
"The pizza tasted old, super chewy in not a good way.",0,the pizza tasted old super chewy in not a good way,Negative,50,11
I swung in to give them a try but was deeply disappointed.,0,i swung in to give them a try but was deeply disappointed,Negative,57,12
Service was good and the company was better!,1,service was good and the company was better,Positive,43,8
The staff are also very friendly and efficient.,1,the staff are also very friendly and efficient,Positive,46,8
"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",1,as for the service im a fan because its quick and youre being served by some nice folks,Positive,87,18
Boy was that sucker dry!!.,0,boy was that sucker dry,Negative,23,5
Over rated.,0,over rated,Negative,10,2
"If you look for authentic Thai food, go else where.",0,if you look for authentic thai food go else where,Negative,49,10
Their steaks are 100% recommended!,1,their steaks are recommended,Positive,28,4
After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,after i pulled up my car i waited for another minutes before being acknowledged,Negative,79,14
Great food and great service in a clean and friendly setting.,1,great food and great service in a clean and friendly setting,Positive,60,11
"All in all, I can assure you I'll be back.",1,all in all i can assure you ill be back,Positive,39,10
I hate those things as much as cheap quality black olives.,0,i hate those things as much as cheap quality black olives,Negative,57,11
"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",1,my breakfast was perpared great with a beautiful presentation of giant slices of toast lightly dusted with powdered sugar,Positive,121,19
The kids play area is NASTY!,0,the kids play area is nasty,Negative,27,6
Great place fo take out or eat in.,1,great place fo take out or eat in,Positive,33,8
The waitress was friendly and happy to accomodate for vegan/veggie options.,1,the waitress was friendly and happy to accomodate for veganveggie options,Positive,73,11
OMG I felt like I had never eaten Thai food until this dish.,1,omg i felt like i had never eaten thai food until this dish,Positive,59,13
"It was extremely ""crumby"" and pretty tasteless.",0,it was extremely crumby and pretty tasteless,Negative,44,7
It was a pale color instead of nice and char and has NO flavor.,0,it was a pale color instead of nice and char and has no flavor,Negative,62,14
The croutons also taste homemade which is an extra plus.,1,the croutons also taste homemade which is an extra plus,Positive,55,10
I got home to see the driest damn wings ever!,0,i got home to see the driest damn wings ever,Negative,44,10
It'll be a regular stop on my trips to Phoenix!,1,itll be a regular stop on my trips to phoenix,Positive,45,10
I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.,1,i really enjoyed crema caf before they expanded i even told friends they had the best breakfast,Positive,95,17
Not good for the money.,0,not good for the money,Negative,22,5
I miss it and wish they had one in Philadelphia!,1,i miss it and wish they had one in philadelphia,Positive,47,10
"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,we got sitting fairly fast but ended up waiting minutes just to place our order another minutes before the food arrived,Negative,119,21
They also have the best cheese crisp in town.,1,they also have the best cheese crisp in town,Positive,44,9
"Good value, great food, great service.",1,good value great food great service,Positive,35,6
Couldn't ask for a more satisfying meal.,1,couldnt ask for a more satisfying meal,Positive,38,7
The food is good.,1,the food is good,Positive,16,4
It was awesome.,1,it was awesome,Positive,14,3
I just wanted to leave.,0,i just wanted to leave,Negative,22,5
We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,1,we made the drive all the way from north scottsdale and i was not one bit disappointed,Positive,86,17
I will not be eating there again.,0,i will not be eating there again,Negative,32,7
!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one,Negative,114,21
I checked out this place a couple years ago and was not impressed.,0,i checked out this place a couple years ago and was not impressed,Negative,65,13
"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,the chicken i got was definitely reheated and was only ok the wedges were cold and soggy,Negative,88,17
"Sorry, I will not be getting food from here anytime soon :(",0,sorry i will not be getting food from here anytime soon,Negative,55,11
An absolute must visit!,1,an absolute must visit,Positive,22,4
The cow tongue and cheek tacos are amazing.,1,the cow tongue and cheek tacos are amazing,Positive,42,8
My friend did not like his Bloody Mary.,0,my friend did not like his bloody mary,Negative,38,8
"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,despite how hard i rate businesses its actually rare for me to give a star,Negative,74,15
They really want to make your experience a good one.,1,they really want to make your experience a good one,Positive,51,10
I will not return.,0,i will not return,Negative,17,4
I had the chicken Pho and it tasted very bland.,0,i had the chicken pho and it tasted very bland,Negative,46,10
Very disappointing!!!,0,very disappointing,Negative,18,2
The grilled chicken was so tender and yellow from the saffron seasoning.,1,the grilled chicken was so tender and yellow from the saffron seasoning,Positive,71,12
"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait,Negative,145,32
Pretty awesome place.,1,pretty awesome place,Positive,20,3
Ambience is perfect.,1,ambience is perfect,Positive,19,3
Best of luck to the rude and non-customer service focused new management.,0,best of luck to the rude and noncustomer service focused new management,Negative,71,12
Any grandmother can make a roasted chicken better than this one.,0,any grandmother can make a roasted chicken better than this one,Negative,63,11
I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself,Negative,118,24
